demand_id,demand,demand_name,demand_lat,demand_lng,supply_id,supply_lat,supply_lng,supply,supply_name,duration_min,distance_crowflies_km,distance_route_km
10,100,demand10,52.8468541952845,-0.50024176231681,1,52.8491734862925,-1.242375,800,supply1,49.9851495018545,49.9851495018545,49.9851495018545
10,100,demand10,52.8468541952845,-0.50024176231681,2,54.1969298768179,-1.242375,800,supply2,158.065272325762,158.065272325762,158.065272325762
11,100,demand11,52.5303098668166,-0.721396068892391,0,51.5011093,-1.242375,800,supply0,119.934362253138,119.934362253138,119.934362253138
11,100,demand11,52.5303098668166,-0.721396068892391,1,52.8491734862925,-1.242375,800,supply1,49.9844522697843,49.9844522697843,49.9844522697843
11,100,demand11,52.5303098668166,-0.721396068892391,2,54.1969298768179,-1.242375,800,supply2,188.637615043791,188.637615043791,188.637615043791
12,100,demand12,52.3998531599125,-1.242375,0,51.5011093,-1.242375,800,supply0,99.9662699391875,99.9662699391875,99.9662699391875
12,100,demand12,52.3998531599125,-1.242375,1,52.8491734862925,-1.242375,800,supply1,49.983089736447,49.983089736447,49.983089736447
12,100,demand12,52.3998531599125,-1.242375,2,54.1969298768179,-1.242375,800,supply2,199.932174909178,199.932174909178,199.932174909178
13,100,demand13,52.5303098668166,-1.76335393110761,0,51.5011093,-1.242375,800,supply0,119.928971447181,119.928971447181,119.928971447181
13,100,demand13,52.5303098668166,-1.76335393110761,1,52.8491734862925,-1.242375,800,supply1,49.9822285031968,49.9822285031968,49.9822285031968
13,100,demand13,52.5303098668166,-1.76335393110761,2,54.1969298768179,-1.242375,800,supply2,188.62930997982,188.62930997982,188.62930997982
14,100,demand14,52.8468541952845,-1.98450823768319,0,51.5011093,-1.242375,800,supply0,158.055665143236,158.055665143236,158.055665143236
14,100,demand14,52.8468541952845,-1.98450823768319,1,52.8491734862925,-1.242375,800,supply1,49.9820199083849,49.9820199083849,49.9820199083849
14,100,demand14,52.8468541952845,-1.98450823768319,2,54.1969298768179,-1.242375,800,supply2,158.055479454049,158.055479454049,158.055479454049
15,100,demand15,53.1657005053487,-1.77101626681936,0,51.5011093,-1.242375,800,supply0,188.629527397438,188.629527397438,188.629527397438
15,100,demand15,53.1657005053487,-1.77101626681936,1,52.8491734862925,-1.242375,800,supply1,49.9822178064801,49.9822178064801,49.9822178064801
15,100,demand15,53.1657005053487,-1.77101626681936,2,54.1969298768179,-1.242375,800,supply2,119.928782084396,119.928782084396,119.928782084396
16,100,demand16,54.6461143665116,-1.242375,0,51.5011093,-1.242375,800,supply0,349.881409371076,349.881409371076,349.881409371076
16,100,demand16,54.6461143665116,-1.242375,1,52.8491734862925,-1.242375,800,supply1,199.932051889342,199.932051889342,199.932051889342
16,100,demand16,54.6461143665116,-1.242375,2,54.1969298768179,-1.242375,800,supply2,49.9829667064731,49.9829667064731,49.9829667064731
17,100,demand17,54.5133259703349,-0.696481895318448,0,51.5011093,-1.242375,800,supply0,337.107362168912,337.107362168912,337.107362168912
17,100,demand17,54.5133259703349,-0.696481895318448,1,52.8491734862925,-1.242375,800,supply1,188.637447518834,188.637447518834,188.637447518834
17,100,demand17,54.5133259703349,-0.696481895318448,2,54.1969298768179,-1.242375,800,supply2,49.9842922903479,49.9842922903479,49.9842922903479
18,100,demand18,54.1944943353734,-0.476307976939412,0,51.5011093,-1.242375,800,supply0,304.044671622539,304.044671622539,304.044671622539
18,100,demand18,54.1944943353734,-0.476307976939412,1,52.8491734862925,-1.242375,800,supply1,158.065220250358,158.065220250358,158.065220250358
18,100,demand18,54.1944943353734,-0.476307976939412,2,54.1969298768179,-1.242375,800,supply2,49.9850077427482,49.9850077427482,49.9850077427482
19,100,demand19,53.8780811554163,-0.704789725637632,0,51.5011093,-1.242375,800,supply0,266.911065527141,266.911065527141,266.911065527141
19,100,demand19,53.8780811554163,-0.704789725637632,1,52.8491734862925,-1.242375,800,supply1,119.934060618884,119.934060618884,119.934060618884
19,100,demand19,53.8780811554163,-0.704789725637632,2,54.1969298768179,-1.242375,800,supply2,49.984325331136,49.984325331136,49.984325331136
20,100,demand20,53.7477116821709,-1.242375,0,51.5011093,-1.242375,800,supply0,249.915446632375,249.915446632375,249.915446632375
20,100,demand20,53.7477116821709,-1.242375,1,52.8491734862925,-1.242375,800,supply1,99.9660878476392,99.9660878476392,99.9660878476392
20,100,demand20,53.7477116821709,-1.242375,2,54.1969298768179,-1.242375,800,supply2,49.9829977567781,49.9829977567781,49.9829977567781
21,100,demand21,53.8780811554163,-1.77996027436236,0,51.5011093,-1.242375,800,supply0,266.89931463187,266.89931463187,266.89931463187
21,100,demand21,53.8780811554163,-1.77996027436236,1,52.8491734862925,-1.242375,800,supply1,119.928835936177,119.928835936177,119.928835936177
21,100,demand21,53.8780811554163,-1.77996027436236,2,54.1969298768179,-1.242375,800,supply2,49.9821711838702,49.9821711838702,49.9821711838702
22,100,demand22,54.1944943353734,-2.00844202306059,0,51.5011093,-1.242375,800,supply0,304.025835500002,304.025835500002,304.025835500002
22,100,demand22,54.1944943353734,-2.00844202306059,1,52.8491734862925,-1.242375,800,supply1,158.055531423554,158.055531423554,158.055531423554
22,100,demand22,54.1944943353734,-2.00844202306059,2,54.1969298768179,-1.242375,800,supply2,49.9819768681779,49.9819768681779,49.9819768681779
23,100,demand23,54.5133259703349,-1.78826810468155,0,51.5011093,-1.242375,800,supply0,337.092668788474,337.092668788474,337.092668788474
23,100,demand23,54.5133259703349,-1.78826810468155,1,52.8491734862925,-1.242375,800,supply1,188.629313045703,188.629313045703,188.629313045703
23,100,demand23,54.5133259703349,-1.78826810468155,2,54.1969298768179,-1.242375,800,supply2,49.9821602526951,49.9821602526951,49.9821602526951
