demand,demand_id,demand_lat,demand_lng,demand_name,supply,supply_id,supply_lat,supply_lng,supply_name,duration_min,distance_crowflies_km,distance_route_km
2.0847161093,6,53.8751716894,-2.4360425507,Twitter Ln,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,242.1,282.093050709,360.407
2.0847161093,6,53.8751716894,-2.4360425507,Twitter Ln,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,132.383333333,122.137259326,169.796
2.1708259796,7,51.9022818054,-4.0811371027, Carmarthen,32.3812358986,0,54.0061119397,-1.7651827988,W End,291.733333333,281.0272822,366.461
2.1708259796,7,51.9022818054,-4.0811371027, Carmarthen,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,294.516666667,296.494671116,426.409
2.1708259796,7,51.9022818054,-4.0811371027, Carmarthen,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,325.616666667,328.970843845,425.236
2.1708259796,7,51.9022818054,-4.0811371027, Carmarthen,32.526751279,3,54.3830082376,-0.740023663,Hunt House,345.05,355.059877536,447.847
2.1708259796,7,51.9022818054,-4.0811371027, Carmarthen,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,132,109.955754464,188.945
2.1708259796,7,51.9022818054,-4.0811371027, Carmarthen,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,339.9,367.454511187,473.531
2.4646587853,8,50.9304992534,-4.1022152399,Beaford Winkleigh,32.3812358986,0,54.0061119397,-1.7651827988,W End,349.933333333,377.137829183,527.973
2.4646587853,8,50.9304992534,-4.1022152399,Beaford Winkleigh,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,310.75,379.407229955,483.15
2.4646587853,8,50.9304992534,-4.1022152399,Beaford Winkleigh,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,382.55,430.686491803,591.415
2.4646587853,8,50.9304992534,-4.1022152399,Beaford Winkleigh,32.526751279,3,54.3830082376,-0.740023663,Hunt House,377.383333333,446.252354496,575.683
2.4646587853,8,50.9304992534,-4.1022152399,Beaford Winkleigh,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,109.9,104.301666508,136.603
2.4646587853,8,50.9304992534,-4.1022152399,Beaford Winkleigh,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,372.233333333,466.071146148,601.367
1.1748363101,9,51.5235422587,0.5823949765,30-32 Sydervelt,32.3812358986,0,54.0061119397,-1.7651827988,W End,255.416666667,318.372035429,377.903
1.1748363101,9,51.5235422587,0.5823949765,30-32 Sydervelt,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,217.416666667,257.087812566,333.189
1.1748363101,9,51.5235422587,0.5823949765,30-32 Sydervelt,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,288.033333333,384.591211023,441.345
1.1748363101,9,51.5235422587,0.5823949765,30-32 Sydervelt,32.526751279,3,54.3830082376,-0.740023663,Hunt House,282.883333333,330.329700216,425.613
1.1748363101,9,51.5235422587,0.5823949765,30-32 Sydervelt,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,203.216666667,233.643454381,298.847
1.1748363101,9,51.5235422587,0.5823949765,30-32 Sydervelt,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,277.733333333,385.744274244,451.296
2.1383725429,10,50.4430629159,-3.650781039, Totnes,32.3812358986,0,54.0061119397,-1.7651827988,W End,332.65,416.705008069,527.372
2.1383725429,10,50.4430629159,-3.650781039, Totnes,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,293.466666667,409.24948541,482.548
2.1383725429,10,50.4430629159,-3.650781039, Totnes,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,365.266666667,474.605726083,590.813
2.1383725429,10,50.4430629159,-3.650781039, Totnes,32.526751279,3,54.3830082376,-0.740023663,Hunt House,360.116666667,480.819912944,575.081
2.1383725429,10,50.4430629159,-3.650781039, Totnes,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,92.6166666667,118.227246402,136.001
2.1383725429,10,50.4430629159,-3.650781039, Totnes,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,354.966666667,506.633873576,600.765
2.1155342189,11,51.6945485816,-2.4635319611,22 Fitzhardinge,32.3812358986,0,54.0061119397,-1.7651827988,W End,235.5,261.405905656,348.309
2.1155342189,11,51.6945485816,-2.4635319611,22 Fitzhardinge,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,196.333333333,247.463417399,303.486
2.1155342189,11,51.6945485816,-2.4635319611,22 Fitzhardinge,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,268.133333333,324.001965672,411.751
2.1155342189,11,51.6945485816,-2.4635319611,22 Fitzhardinge,32.526751279,3,54.3830082376,-0.740023663,Hunt House,262.966666667,320.612054527,396.019
2.1155342189,11,51.6945485816,-2.4635319611,22 Fitzhardinge,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,54.7666666667,43.9851671397,67.897
2.1155342189,11,51.6945485816,-2.4635319611,22 Fitzhardinge,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,257.816666667,351.143892782,421.703
1.4483249964,12,52.5092545156,-1.4391975783,11 Crowhill,32.3812358986,0,54.0061119397,-1.7651827988,W End,152.983333333,167.940265262,222.384
1.4483249964,12,52.5092545156,-1.4391975783,11 Crowhill,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,113.8,136.694995087,177.56
1.4483249964,12,52.5092545156,-1.4391975783,11 Crowhill,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,185.6,235.665577008,285.825
1.4483249964,12,52.5092545156,-1.4391975783,11 Crowhill,32.526751279,3,54.3830082376,-0.740023663,Hunt House,180.45,213.578147302,270.093
1.4483249964,12,52.5092545156,-1.4391975783,11 Crowhill,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,141.15,158.227929796,208.95
1.4483249964,12,52.5092545156,-1.4391975783,11 Crowhill,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,175.3,253.064764161,295.777
1.3466325841,13,53.2966776202,-3.7740320127,Llandudno Junction,32.3812358986,0,54.0061119397,-1.7651827988,W End,159.316666667,154.468153154,226.734
1.3466325841,13,53.2966776202,-3.7740320127,Llandudno Junction,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,166.716666667,201.885584805,249.581
1.3466325841,13,53.2966776202,-3.7740320127,Llandudno Junction,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,193.2,183.688967246,285.508
1.3466325841,13,53.2966776202,-3.7740320127,Llandudno Junction,32.526751279,3,54.3830082376,-0.740023663,Hunt House,212.65,233.362767715,308.119
1.3466325841,13,53.2966776202,-3.7740320127,Llandudno Junction,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,248.433333333,227.458656981,381.416
1.3466325841,13,53.2966776202,-3.7740320127,Llandudno Junction,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,207.5,227.835073201,333.803
1.9415791518,14,51.9178939003,0.8762938979,A12 Colchester,32.3812358986,0,54.0061119397,-1.7651827988,W End,245.716666667,292.319126798,365.777
1.9415791518,14,51.9178939003,0.8762938979,A12 Colchester,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,207.7,225.870215869,321.063
1.9415791518,14,51.9178939003,0.8762938979,A12 Colchester,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,278.333333333,356.137496604,429.219
1.9415791518,14,51.9178939003,0.8762938979,A12 Colchester,32.526751279,3,54.3830082376,-0.740023663,Hunt House,273.183333333,294.828822401,413.487
1.9415791518,14,51.9178939003,0.8762938979,A12 Colchester,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,214.733333333,260.020089545,331.095
1.9415791518,14,51.9178939003,0.8762938979,A12 Colchester,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,268.033333333,352.487777235,439.17
1.925877919,15,53.2770671664,-3.7700248534, Colwyn,32.3812358986,0,54.0061119397,-1.7651827988,W End,156.533333333,155.394340514,228.246
1.925877919,15,53.2770671664,-3.7700248534, Colwyn,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,163.933333333,202.137509533,251.093
1.925877919,15,53.2770671664,-3.7700248534, Colwyn,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,190.416666667,185.266686751,287.021
1.925877919,15,53.2770671664,-3.7700248534, Colwyn,32.526751279,3,54.3830082376,-0.740023663,Hunt House,209.85,234.314894122,309.632
1.925877919,15,53.2770671664,-3.7700248534, Colwyn,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,245.65,225.301086643,382.928
1.925877919,15,53.2770671664,-3.7700248534, Colwyn,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,204.716666667,229.269781064,335.315
0.9407588022,16,50.9027544342,-0.6689750401,A285 Petworth,32.3812358986,0,54.0061119397,-1.7651827988,W End,295.716666667,353.150398103,434.066
0.9407588022,16,50.9027544342,-0.6689750401,A285 Petworth,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,256.533333333,308.615333936,389.242
0.9407588022,16,50.9027544342,-0.6689750401,A285 Petworth,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,328.333333333,421.269981191,497.507
0.9407588022,16,50.9027544342,-0.6689750401,A285 Petworth,32.526751279,3,54.3830082376,-0.740023663,Hunt House,323.183333333,387.203656991,481.775
0.9407588022,16,50.9027544342,-0.6689750401,A285 Petworth,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,160.733333333,154.912758258,189.602
0.9407588022,16,50.9027544342,-0.6689750401,A285 Petworth,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,318.033333333,434.38638924,507.459
2.1586516682,17,52.8132080711,0.5455167746,Common Drove,32.3812358986,0,54.0061119397,-1.7651827988,W End,199.35,203.00415714,255.598
2.1586516682,17,52.8132080711,0.5455167746,Common Drove,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,159.116666667,131.386349693,183.146
2.1586516682,17,52.8132080711,0.5455167746,Common Drove,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,231.966666667,262.038080042,319.039
2.1586516682,17,52.8132080711,0.5455167746,Common Drove,32.526751279,3,54.3830082376,-0.740023663,Hunt House,226.8,194.302276632,303.307
2.1586516682,17,52.8132080711,0.5455167746,Common Drove,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,258.033333333,279.467933337,372.655
2.1586516682,17,52.8132080711,0.5455167746,Common Drove,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,221.65,253.335805496,328.991
1.403888303,18,52.4693549551,-3.2843956275, Kerry,32.3812358986,0,54.0061119397,-1.7651827988,W End,199.566666667,198.76528954,260.143
1.403888303,18,52.4693549551,-3.2843956275, Kerry,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,204.566666667,213.88453682,279.411
1.403888303,18,52.4693549551,-3.2843956275, Kerry,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,233.45,250.415375388,318.918
1.403888303,18,52.4693549551,-3.2843956275, Kerry,32.526751279,3,54.3830082376,-0.740023663,Hunt House,252.9,271.838139129,341.529
1.403888303,18,52.4693549551,-3.2843956275, Kerry,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,180.9,129.788492192,209.817
1.403888303,18,52.4693549551,-3.2843956275, Kerry,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,247.75,286.5584822,367.213
1.1556093471,19,52.7997644589,-1.8222572401, Burton-on-Trent,32.3812358986,0,54.0061119397,-1.7651827988,W End,148.466666667,134.263234292,196.406
1.1556093471,19,52.7997644589,-1.8222572401, Burton-on-Trent,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,109.283333333,119.029322148,151.583
1.1556093471,19,52.7997644589,-1.8222572401, Burton-on-Trent,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,181.083333333,200.428407992,259.848
1.1556093471,19,52.7997644589,-1.8222572401, Burton-on-Trent,32.526751279,3,54.3830082376,-0.740023663,Hunt House,175.916666667,190.154963689,244.116
1.1556093471,19,52.7997644589,-1.8222572401, Burton-on-Trent,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,159.066666667,174.044114422,232.228
1.1556093471,19,52.7997644589,-1.8222572401, Burton-on-Trent,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,170.783333333,222.616866539,269.8
1.2074685039,20,52.9999958229,-4.4018708599,Clynnog-fawr Caernarfon,32.3812358986,0,54.0061119397,-1.7651827988,W End,201.05,207.643903181,285.646
1.2074685039,20,52.9999958229,-4.4018708599,Clynnog-fawr Caernarfon,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,208.433333333,251.424048525,308.493
1.2074685039,20,52.9999958229,-4.4018708599,Clynnog-fawr Caernarfon,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,234.933333333,235.754700127,344.421
1.2074685039,20,52.9999958229,-4.4018708599,Clynnog-fawr Caernarfon,32.526751279,3,54.3830082376,-0.740023663,Hunt House,254.366666667,286.583889548,367.032
1.2074685039,20,52.9999958229,-4.4018708599,Clynnog-fawr Caernarfon,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,276.183333333,215.184698794,329.366
1.2074685039,20,52.9999958229,-4.4018708599,Clynnog-fawr Caernarfon,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,249.216666667,280.651344808,392.715
1.2693912507,21,52.9482694054,-0.547746065, Grantham,32.3812358986,0,54.0061119397,-1.7651827988,W End,131.683333333,142.758989146,173.318
1.2693912507,21,52.9482694054,-0.547746065, Grantham,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,93.6666666667,82.664251786,128.604
1.2693912507,21,52.9482694054,-0.547746065, Grantham,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,164.3,208.312618856,236.76
1.2693912507,21,52.9482694054,-0.547746065, Grantham,32.526751279,3,54.3830082376,-0.740023663,Hunt House,159.133333333,160.145975469,221.028
1.2693912507,21,52.9482694054,-0.547746065, Grantham,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,210.266666667,234.010241061,284.932
1.2693912507,21,52.9482694054,-0.547746065, Grantham,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,154,211.439864728,246.712
1.8612405941,22,51.0120409237,-2.9744222162,Newport Hill,32.3812358986,0,54.0061119397,-1.7651827988,W End,287.916666667,343.002612749,446.582
1.8612405941,22,51.0120409237,-2.9744222162,Newport Hill,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,248.75,331.282770789,401.758
1.8612405941,22,51.0120409237,-2.9744222162,Newport Hill,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,320.533333333,403.572250651,510.023
1.8612405941,22,51.0120409237,-2.9744222162,Newport Hill,32.526751279,3,54.3830082376,-0.740023663,Hunt House,315.383333333,404.202493739,494.291
1.8612405941,22,51.0120409237,-2.9744222162,Newport Hill,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,47.8833333333,40.0072541427,55.211
1.8612405941,22,51.0120409237,-2.9744222162,Newport Hill,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,310.233333333,432.995477707,519.975
2.4672309407,23,51.019587477,-3.1502301688,2 Barr,32.3812358986,0,54.0061119397,-1.7651827988,W End,294.666666667,345.24000048,456.803
2.4672309407,23,51.019587477,-3.1502301688,2 Barr,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,255.483333333,336.06216667,411.979
2.4672309407,23,51.019587477,-3.1502301688,2 Barr,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,327.283333333,404.748436778,520.245
2.4672309407,23,51.019587477,-3.1502301688,2 Barr,32.526751279,3,54.3830082376,-0.740023663,Hunt House,322.116666667,408.007222899,504.512
2.4672309407,23,51.019587477,-3.1502301688,2 Barr,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,54.6333333333,45.2358858419,65.433
2.4672309407,23,51.019587477,-3.1502301688,2 Barr,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,316.966666667,435.257842607,530.196
2.2572275332,24,50.9730649197,-1.5809473885,Buttons Ln,32.3812358986,0,54.0061119397,-1.7651827988,W End,279.433333333,337.615684063,437.587
2.2572275332,24,50.9730649197,-1.5809473885,Buttons Ln,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,240.25,305.339502624,392.763
2.2572275332,24,50.9730649197,-1.5809473885,Buttons Ln,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,312.05,404.274246092,501.029
2.2572275332,24,50.9730649197,-1.5809473885,Buttons Ln,32.526751279,3,54.3830082376,-0.740023663,Hunt House,306.9,383.563514309,485.297
2.2572275332,24,50.9730649197,-1.5809473885,Buttons Ln,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,107,92.7858713101,109.904
2.2572275332,24,50.9730649197,-1.5809473885,Buttons Ln,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,301.75,424.106262412,510.98
2.0880784587,25,51.899214487,1.192094,Pesthouse Ln,32.3812358986,0,54.0061119397,-1.7651827988,W End,263.283333333,307.273442034,387.697
2.0880784587,25,51.899214487,1.192094,Pesthouse Ln,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,225.283333333,238.976379812,342.982
2.0880784587,25,51.899214487,1.192094,Pesthouse Ln,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,295.9,369.811434633,451.139
2.0880784587,25,51.899214487,1.192094,Pesthouse Ln,32.526751279,3,54.3830082376,-0.740023663,Hunt House,290.75,305.111519348,435.406
2.0880784587,25,51.899214487,1.192094,Pesthouse Ln,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,232.3,280.864886643,353.014
2.0880784587,25,51.899214487,1.192094,Pesthouse Ln,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,285.6,363.804835466,461.09
0.860325223,26,54.6401717176,-2.9384454804,A66 Penrith,32.3812358986,0,54.0061119397,-1.7651827988,W End,114.883333333,103.927015458,145.159
0.860325223,26,54.6401717176,-2.9384454804,A66 Penrith,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,147.433333333,176.166466613,219.601
0.860325223,26,54.6401717176,-2.9384454804,A66 Penrith,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,64.65,57.710057832,70.649
0.860325223,26,54.6401717176,-2.9384454804,A66 Penrith,32.526751279,3,54.3830082376,-0.740023663,Hunt House,147.6,145.181757641,180.656
0.860325223,26,54.6401717176,-2.9384454804,A66 Penrith,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,282.75,366.512904887,456.637
0.860325223,26,54.6401717176,-2.9384454804,A66 Penrith,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,101.683333333,101.561750722,143.945
2.2889584652,27,52.422236055,1.6667057852,11 The,32.3812358986,0,54.0061119397,-1.7651827988,W End,269.666666667,289.112102281,350.58
2.2889584652,27,52.422236055,1.6667057852,11 The,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,229.433333333,216.304209703,278.129
2.2889584652,27,52.422236055,1.6667057852,11 The,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,302.283333333,345.242313861,414.022
2.2889584652,27,52.422236055,1.6667057852,11 The,32.526751279,3,54.3830082376,-0.740023663,Hunt House,297.116666667,270.601381724,398.29
2.2889584652,27,52.422236055,1.6667057852,11 The,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,285.9,327.743667456,419.071
2.2889584652,27,52.422236055,1.6667057852,11 The,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,291.966666667,331.256031605,423.973
1.017988103,28,52.1308960918,-0.2340538322,Mill Ln,32.3812358986,0,54.0061119397,-1.7651827988,W End,188.55,232.476361813,271.102
1.017988103,28,52.1308960918,-0.2340538322,Mill Ln,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,150.55,176.035809524,226.387
1.017988103,28,52.1308960918,-0.2340538322,Mill Ln,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,221.166666667,299.655899751,334.543
1.017988103,28,52.1308960918,-0.2340538322,Mill Ln,32.526751279,3,54.3830082376,-0.740023663,Hunt House,216.016666667,252.841110348,318.811
1.017988103,28,52.1308960918,-0.2340538322,Mill Ln,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,188.15,195.399524425,276.249
1.017988103,28,52.1308960918,-0.2340538322,Mill Ln,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,210.866666667,304.811212882,344.495
1.3984767479,29,51.5609663576,-3.5661336858, Bridgend,32.3812358986,0,54.0061119397,-1.7651827988,W End,283.533333333,297.878926528,434.853
1.3984767479,29,51.5609663576,-3.5661336858, Bridgend,12.7213395642,1,53.6758912692,-0.7986273328,Old Ln,244.35,300.718682372,390.03
1.3984767479,29,51.5609663576,-3.5661336858, Bridgend,23.7954357273,2,54.5962508213,-2.0479931687,Bail Hill,316.15,352.643070917,498.295
1.3984767479,29,51.5609663576,-3.5661336858, Bridgend,32.526751279,3,54.3830082376,-0.740023663,Hunt House,311,366.792043097,482.563
1.3984767479,29,51.5609663576,-3.5661336858, Bridgend,34.7826673047,4,51.3472769719,-2.7668568239,Half Yard,83.15,60.4132232353,119.794
1.3984767479,29,51.5609663576,-3.5661336858, Bridgend,12.9450087862,5,54.7835489007,-1.3816420468,Pesspool Ln,305.85,387.069900494,508.246
1.5208856028,30,51.6202149116,-3.3543977584, Pontypridd,32.3812358986,0,54.0061119397,-1.7651827988,W End,278.75,286.200888003,421.078
